	description	type	site	secteur	nbemploye	fondation	specialisation
1548	"Positive Technologies is an independent high-growth global cybersecurity company with over 900 people.  In a world increasingly run on code, vulnerable software presents a huge risk to all areas of business and critical infrastructure, a problem we believe will believe only grow in scale, complexity and seriousness. Positive Technologies analyses these vulnerabilities in one of Europe’s largest specialist laboratories, using this research to build a platform capable of automatically finding and neutralizing them prior to attack.
 
We count some of the largest organisations in the world amongst our 1000 strong customer-base, helping secure banks, regulators, energy companies, utility providers, automotive companies, rail providers, technology organisations and telecoms businesses. We have been identified by Gartner as a visionary in our field and our expert research team is often invited to speak at cybersecurity conferences.

To learn more, please visit www.ptsecurity.com

Twitter: @PTsecurity_UK"	London, London	http://www.ptsecurity.com/	Sécurité informatique et des réseaux	501-1 000 employés	Société civile/Société commerciale/Autres types de sociétés	Vulnerability & Compliance Management, Application Security, SCADA Security, Penetration Testing, ICS/SCADA, Vulnerability management, Telecom security, AppSec, Security compliance, SIEM, WAF et Malware detection
1549	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1550	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1551	"Cloudisia is a professional company founded to provide enterprise class services and solutions to meet industry requirements and empowering the regional workforce to adapt to the highly competitive market of today's world by providing appropriate technology trainings.  

Equipped with skills in designing and developing enterprise grade solution aligned with the future vision of cloud based technology. Developing solutions while adapting to the industry standard practice of project management and application life cycle development is one of the strongest skills of the company.  

The company was found in year 2014 with a vision to transform business ideas into real life solutions and assist the organizations with their transformation to the cloud computing."	Société cotée en bourse	http://www.cloudisia.com	Technologies et services de l’information	11-50 employés	SharePoint, O365, Azure et ALM	0.0
1552	"EXteam est un cabinet de conseil et d’ingénierie digitale spécialisé dans l’étude, le développement et la gestion de projet. 
Notre cœur de métier évolue autour des compétences suivantes :

• Développement :
o NTIC
o Front-End / Mobile
o DEVOPS
o BI

• Support & MOA :
o CIB
o Assurance
o Asset Management

• Infrastructure :
o Expertise Applicative
o Expertise Production

• Gestion de Projets & Organisation des SI :
o PMO
o Coaching
o Change Management
o Portfolio Management

EXteam accompagne ses différents clients dans le développement de leur activité et se positionne sur des projets à forte valeurs ajoutée dans les secteurs de la banque de financement et d’investissement, des assurances, des télécoms, de l’industrie et des services.

A l’écoute des évolutions du marché et de la demande, EXteam fait de ses collaborateurs son centre névralgique et sa différence auprès de ses clients.

La politique des ressources humaines d’EXteam s’inscrit dans une démarche de réussite mutuelle à travers la « Charte Collaborateurs ». Nos collaborateurs sont au centre de notre démarche : 94% d’entre eux sont certifiés et ils ont la possibilité de passer, chaque année, une nouvelle certification en plus de diverses formations techniques et de séances de coaching personnalisées.

Si vous souhaitez vivre l’aventure EXteam et nous rejoindre, n’hésitez pas à consulter notre site Internet : www.exteam.fr ou à postuler via l’adresse rh@exteam.fr !"	Société civile/Société commerciale/Autres types de sociétés	http://www.exteam.fr	Services d’information	201-500 employés	2013	Mobilité : IOS, Android, Windows mobile, hybride ..., Etude et Developpement : JEE, LAMP, .NET, Conseil en Gouvernance et Gestion de projets, DEVOPS, reactjs, AngularJS, Fullstack et Digital
1553	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1554	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1555	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1556	"Iliade Consulting est une société de conseil informatique spécialiste du secteur de l’énergie et de l’eau. Nous accompagnons nos clients dans le développement de leur système d’information.

Depuis 2004, Iliade Consulting accompagne l’ouverture des marchés de l’énergie en Europe en mettant en œuvre des systèmes d’information spécialisés pour les Utilities.

Alliant l’expertise de ses consultants à l’envie de répondre à la satisfaction de ses clients, Iliade Consulting est reconnu pour la qualité de ses services et pour l’engagement dont toutes les équipes font preuve au quotidien.

Véritables alliés dans le développement et l’exploitation des systèmes d’information, nos collaborateurs mettent en œuvre leur créativité et leur savoir faire pour trouver les solutions les plus adaptées aux SI de nos clients.


Iliade Consulting forge sa culture d'entreprise autour de 3 valeurs :

Expertise. Résolus à se démarquer par son expertise, Iliade Consulting fait de cette force sa signature.

Esprit d’équipe. Parce qu’on n’est jamais expert seul, les consultants Iliade jouent collectif pour s’entre-aider et partager leurs connaissances. Animés par l’envie de progresser et d’avancer ensemble, nos consultants forment une équipe soudée.

Respect. Le respect est au cœur des valeurs de l’entreprise : respect des clients, respect des engagements pris et respect des collaborateurs. Plus qu’une valeur, le respect est le moteur de nos collaborateurs, qui l’intègrent à l’ensemble de leur démarche professionnelle."	Société civile/Société commerciale/Autres types de sociétés	http://www.iliadeconsulting.com	Technologies et services de l’information	51-200 employés	2004	0.0
1557	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1558	"Adossés au Groupe Contraste Europe, leader en services informatiques (conseil, développement applicatif et d’infrastructure), nous formons ensemble une équipe de plus de 450 collaborateurs.

Experts des technologies numériques, nous sélectionnons les produits les mieux adaptés pour accompagner nos clients dans leur transition numérique. 
 
Audaxis souhaite être votre partenaire stratégique pour vos projets en :
- Open Source ERP Solutions, sur Compiere 
- Cloud Business Solutions, autour de NetSuite, leader mondial dans le domaine des ERP Cloud
- Data Intelligence, grâce à nos compétences en intégration, préparation et analyse de données avec les solutions Talend et Tibco Jaspersoft BI
- Web & Mobile Solutions, sur Drupal (CMS), MaPS System (PIM) et le développement d'applications mobiles IOS et Android


Nous sommes actifs au travers de nos agences locales en Belgique, en France, au Luxembourg et en Suisse.
 
Audaxis c’est :
 
- plus de 300 clients 
- 100 000 jours-hommes en Web Technologies
- 150 000 jours-hommes en Business Applications
- 20 années d’existence et d’expériences en technologies de l’information

Avec plus de 20 ans d'expérience dans le déploiement de projets ERP et WEB auprès de multinationales et PME/PMI, et plus de 10 ans d'expertises dans l'Open Source, nous avons constamment fait évoluer notre méthodologie que nous voulons résolument collaborative, pragmatique et agile. 

Les consultants Audaxis conjuguent au quotidien expertises métier et applicative sur base desquelles le groupe a développé des centres de compétences. Dès lors, nous vous aidons à renforcer la compétitivité de vos entreprises grâce à des solutions innovantes et adaptées."	Braine-l'Alleud, Brabant Wallon	http://www.audaxis.com	Technologies et services de l’information	201-500 employés	Société de personnes (associés)	1998
1559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1560	0.0	Société de personnes (associés)	http://www.activs-application.fr/	Logiciels informatiques	2-10 employés	2015	0.0
1561	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1562	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1563	Diginext is a privately funded company based in Amstelveen, The Netherlands, founded in 2001. Our mission is to support your business in providing solutions that will reduce your overall costs and lower your customer churn rate. Our solutions enable you to build long-term relationships with your end-users by improving their loyalty, increasing their satisfaction and extending their customer life-cycle.	Société civile/Société commerciale/Autres types de sociétés	http://www.diginext.com	Technologies sans fil	11-50 employés	2001	Churn Reduction, Customer Life Cycle, Data Offloading, Session Persistance, Support-Cost Reduction. et Improved Customer Loyalty
1564	"Créées par et pour les entrepreneurs, les Banques Populaires forment aujourd’hui le 4ème réseau bancaire en France. Ce réseau compte 12 Banques Populaires régionales et deux banques à compétence nationale, le Crédit Coopératif et la CASDEN Banque Populaire. 

Acteur clé de l’économie régionale, Banque Populaire soutient et encourage l’audace de tous ceux qui entreprennent. Première banque des PME et des artisans, elle est leader des prêts à la création d’entreprise. S’engager au service des projets personnels et professionnels de ses clients et sociétaires, et les accompagner dans la durée, tel est l’esprit Banque Populaire. 

Les Banques Populaires font partie du Groupe BPCE, deuxième groupe bancaire en France avec 7 800 agences, 31 millions de clients, dont 9 millions de sociétaires et 106 500 collaborateurs."	Société civile/Société commerciale/Autres types de sociétés	http://www.banquepopulaire.fr	Banques	10 001 employés et plus	1917	0.0
1565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1566	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1567	"SNEF en bref

Nous avons bâti notre Groupe autour d’une large palette de compétences techniques, capables d’intervenir de bout en bout, tout au long du cycle de vie de vos installations.

Nous sommes ingénieurs / concepteurs, intégrateurs, mainteneurs et opérateurs de solutions multitechniques dans les domaines de l’Energie et du Numérique.

Nous ne cessons de nous réinventer, promoteurs de la révolution numérique, des Objets Connectés, du Big Data, de l’Intelligence Artificielle et de la Réalité Virtuelle."	Société civile/Société commerciale/Autres types de sociétés	http://www.snef.fr	Technologies et services de l’information	10 001 employés et plus	1905	Ingénierie, Electrotechnique, Courants Faibles, Procédés Industriels, Mécanique, Génie Climatique, Maintenance et Nouvelles Technologies
